X,Y
0.0,0.0
0.0035397359506396113,0.0018628659102977562
0.008001805858102512,0.004119599860330651
0.011634542117996517,0.005799778418574724
0.014824656738033976,0.008320429832614652
0.018201440774140765,0.012357489783343785
0.019086810386033874,0.017654848322418107
-0.020078995842755406,-0.023618508122796644
-0.023119859447634748,-0.026276835789752435
-0.024297066672551697,-0.03050659848474716
-0.04341518853268081,-0.007149923403210714
-0.029489268798581495,-0.03787324947406821
-0.0316174542483155,-0.041283611601405173
-0.04212259557075778,-0.03840165286003165
-0.046998521519944145,-0.03888623117427745
-0.04550820579852414,-0.04641124007176682
-0.048758318768575885,-0.05022575386056382
-0.04888198854642775,-0.055556738526905146
-0.07475723784868717,-0.025541248779862233
-0.06900398013626266,-0.046124296475439794
-0.07346886357712319,-0.04659749011144334
-0.07788769203123234,-0.04896434856145749
-0.08213091272688738,-0.049704257107901814
-0.0866213710506204,-0.04996737012602068
-0.09052980770861013,-0.05319167149321472
-0.09517051886141657,-0.05313729706758476
-0.09910055138297935,-0.05429623113614305
-0.10415844896557001,-0.05545284040594084
-0.10836946497406982,-0.05603622989846707
-0.11304326456848626,-0.05788108789319028
-0.11648404099392227,-0.0599372020845671
-0.12077335312918355,-0.06032244336839758
-0.12561952324854625,-0.061804007789203676
-0.12965047210717484,-0.06266382594756463
-0.13426524607236603,-0.062264305160557275
-0.13987537820700904,-0.06199902072973552
-0.14321235846508468,-0.06433677317730577
-0.14770633427543847,-0.06406121146928485
-0.15255647122333568,-0.06544098935593465
-0.15817246625780806,-0.062301451972827826
-0.1620432866869692,-0.06608307831574356
-0.16661181918680928,-0.06543318506126661
-0.17013353598738254,-0.06740608231035249
-0.1760660746861721,-0.06591462162982709
-0.1803449381618787,-0.06587642430633403
-0.1850901081930683,-0.06447985614964012
-0.1891410676322665,-0.06801953054032636
-0.1938573570063936,-0.0666657718360453
-0.19770780731822282,-0.06776889349414282
-0.2026449183635687,-0.06878253456672394
-0.20746043403499623,-0.0669639329042954
-0.21228709455282807,-0.06828755000963675
-0.21609493481386535,-0.06951243879904728
-0.2196895738487094,-0.0713967166063851
-0.22606291679936302,-0.06776103340537439
-0.22947689889969008,-0.07028764380302853
-0.23358548312763153,-0.07052532929402715
-0.2387289423549183,-0.07077776545004869
-0.24299106526410752,-0.07045808826397608
-0.2468328212366626,-0.07157205013376226
-0.2514885840248358,-0.07346762623892984
-0.2572487085435512,-0.06766906200528462
-0.26131001853690733,-0.07181973414209479
-0.26552807590151584,-0.07155306358248298
-0.269317573941626,-0.0728631893770569
-0.2744385357459327,-0.07307181465947316
-0.27723921385824796,-0.07798986023362672
-0.28305042325647106,-0.07173881720751044
-0.2863014990532907,-0.07899652928982742
-0.2919951166556686,-0.07307428993320765
-0.2955015266547953,-0.07552382236543195
-0.30065045806616003,-0.07555992366729956
-0.3046822794347682,-0.07592567812297636
-0.3093790197519518,-0.07775359887054374
-0.31317949531950917,-0.07904178459155348
-0.3180713270412313,-0.0758922322390775
-0.3231645074293877,-0.076083514232199
0.3354457823055564,0.01929059702065486
0.33572523591116277,0.013585505967541595
0.33572523591116277,0.013585505967541595
0.33572523591116277,0.013585505967541595
0.352711334156668,0.01427286787661364
-0.3434431567568365,-0.0815830746962813
-0.3434431567568365,-0.0815830746962813
-0.3434431567568365,-0.0815830746962813
-0.3434431567568365,-0.0815830746962813
-0.3648475461297839,-0.08666757226942065
