X,Y
0.0,-0.0
-0.0035404944886837488,-0.0018614238570513707
-0.007644183161554513,-0.004750417223003305
-0.01075106728526251,-0.007308525995558763
-0.013563851713698867,-0.010248020622968533
-0.02164834517481929,-0.003917799279171698
-0.019129256373684973,-0.017608848644639796
-0.020736627648493485,-0.023043269598035248
-0.021727913698581163,-0.02743898260335119
-0.022747877880090975,-0.03167860558724875
-0.023734903971786056,-0.03704934997338137
-0.02367339727956556,-0.041756080530191746
-0.04933291978675626,-0.016439678382300302
-0.02017346771374618,-0.05331070436978338
-0.019463938341400817,-0.05781137521493626
-0.03440363365291025,-0.05514879864037241
-0.013203596737910911,-0.06874347265873779
-0.00854709121790087,-0.07350474291984757
-0.004323846304773069,-0.0788815843726069
0.0011819136887704378,-0.08299158439283044
0.007580291254158023,-0.086669136285659
0.015042276504074395,-0.09076194090903396
0.02200176852056579,-0.09344475470548061
0.029479445290012486,-0.09555606890927003
0.03867741383860073,-0.09761689228180549
0.048316140298504714,-0.09770645110050415
0.056072950815121085,-0.0981061883210484
0.06616352388708815,-0.09770561962775075
0.076640668707846,-0.09492211491540942
0.08843109161697107,-0.09115339837565502
0.09869737416330271,-0.0861384254167037
0.1065200373797171,-0.08293661216027379
0.11729193892781398,-0.0764369090332279
0.12742299287440464,-0.06707742456989102
0.13605303770325117,-0.05825436405727654
0.14491437229807264,-0.049079778946686387
0.1522521240979561,-0.03831828163762789
0.15905601433639557,-0.024943622499956256
0.16551379037757247,-0.012695873142442896
0.16987438996221754,0.006533883605058198
0.1739529701848807,0.019114501402286002
0.25388381455003106,-0.06470709937499468
0.25423275776351606,-0.0782413246306412
0.22713274764875038,-0.18350671634991747
0.2249319866032345,-0.1939448411345925
0.1971448609091782,-0.23923608385254255
0.18983860046196843,-0.250114585289705
0.15338674417057052,-0.28879319021187455
0.14238450326962832,-0.29991774410438143
0.1271962817254681,-0.3109937393505139
0.11793853145211823,-0.3188894836756423
0.09873299137777321,-0.33057041067463455
0.08777709608937874,-0.3377812626569389
0.06882909864170532,-0.34622471774870495
0.055353107241423845,-0.35369483106022265
0.038386719530389565,-0.35995896955583034
0.022827483621991985,-0.36628937466364986
0.006766815101597376,-0.3709382835639654
-0.012657443406247446,-0.3747863246256694
-0.02534980618733075,-0.3791535141947978
-0.045877834528303504,-0.3812495564574385
-0.06095713553802421,-0.38318171619611363
-0.07374278204628892,-0.3860194322777981
-0.09234584494703939,-0.38611040509291816
-0.10956923760330692,-0.38574030405316745
-0.12762137023981004,-0.3854202717269985
-0.14088061292588377,-0.3850359111844339
-0.160751833979014,-0.38260142168107986
-0.1711421895122039,-0.38245437763080825
-0.1941157715312295,-0.3758298381486434
-0.2051038270967783,-0.37565465538211407
0.1303328207272538,-0.42548602308569144
0.11336263667573049,-0.43445357934528095
0.08317273068472988,-0.4463163641078438
0.0735285317066164,-0.45205923840252304
0.053698189916483105,-0.45987553142094145
0.04161997534513696,-0.4651416748177594
0.02694551091636254,-0.47022860338505157
0.006302248758703582,-0.47595827722667394
-0.010443781277995919,-0.47988636929237466
-0.030838739226359817,-0.4830165340471572
-0.04432053634834383,-0.48698736129164083
-0.06672407708595196,-0.48846381394841104
-0.09032671739351483,-0.4887229113975649
-0.09665984374082943,-0.49260620642456227
-0.10649197974982347,-0.4905746204696725
-0.10840119851027846,-0.49936978298805307
0.31785310385649074,0.40520908722386145
0.32560328193601956,0.4041577696797291
0.3344204319339342,0.4034091901594718
0.15331812164828504,0.5229900128819304
0.15472470992028764,0.5277880863946087
0.12962364232394386,0.5386220487045386
0.16115836495186633,0.5300414902684893
0.16377646113339484,0.5386522726013708
0.1848943250760645,0.5360066124169239
0.2037298066491701,0.5344886957482746
0.20838013673949635,0.5369857713314466
0.21163607637605097,0.5453761740085006
0.20647871409429086,0.5516226433223785
0.2370098144451125,0.5435764415946421
0.2307592355214821,0.5516830387292517
0.25104756932730565,0.5471554787579592
0.28658703597990176,0.5294070936512416
0.2908715597736212,0.5373218176427054
0.3757912853773401,0.49313376464651715
0.3572922991272707,0.5066973583751438
0.3619025223418161,0.5132353888057908
0.36788125708359565,0.5151236557241314
0.38100946807415376,0.5104907298255772
0.38185918024113247,0.5148442157250777
0.38846036397150424,0.5161536066164087
0.4032163213400334,0.5098201626112986
0.40825735823887743,0.5109226256918095
0.423614824672954,0.5048083599914945
0.4476239207128075,0.48908263678615116
0.4475392481449272,0.49591594183880944
0.47932414580565397,0.47099083138388187
0.46432086172659226,0.4913065614923892
0.46228265317366674,0.5000557454671583
0.6930113484430924,0.0833022864577354
0.6977856940057883,0.07680576307062088
0.7039033189707042,0.06609930061677669
-0.7026403915084272,-0.15715113814695755
-0.7076327993494413,-0.15307456119444934
-0.7166893656108073,-0.13340672104649925
-0.7196651990175109,-0.13917974465807315
-0.7286097114167931,-0.11089133613198739
-0.7323996942681439,-0.11897347534610127
-0.7381674458853575,-0.10781846704107687
-0.7438608668705178,-0.09576539426453498
-0.7490112492088561,-0.09490599853849561
-0.7547369788698052,-0.08033114418753926
-0.7594628963984775,-0.08313909425796905
-0.8503868389134129,0.03229898145225465
-0.8534633442926445,0.051237876115380596
-0.8592429172878703,0.03607781992623857
-0.8625986193936014,0.04918965155653015
-0.8662800303993256,0.05461601350651246
-0.8706131867741163,0.06451107668468875
-0.8756270257823501,0.049054171275800834
-0.8789058419805289,0.06070849143651683
-0.8839545679386392,0.06016911018465816
-0.8883466607335142,0.05422370665691081
-0.890384694184621,0.08031871738118719
-0.896800658283368,0.06284567847129931
-0.9014307395929952,0.05321298447583618
-0.9052418623819393,0.0707189549645501
0.8324002173827012,-0.3823164632882448
0.8462914379183847,-0.3633618060639189
0.8421163847899373,-0.3827074528518176
0.8453731839377093,-0.38520796964629395
0.8491468316831566,-0.3889802800174539
0.851214032131392,-0.39405414793225724
0.8556337016000441,-0.3940240712015022
0.8648666217286345,-0.3857651184590166
0.8712101624157143,-0.3813054587906982
-0.9536562994968855,-0.06690039185166818
-0.957003094171542,-0.07579629111041494
-0.9614299791987989,-0.07034482992940572
-0.9664166492153902,-0.07070968900580304
-0.9716829420854571,-0.050608893093506885
-0.9749974910074323,-0.06252113665963
-0.9801713558351439,-0.05990086143200096
-0.9823529071821862,-0.08472759733821857
-0.9864226898104468,-0.08408493935969154
-0.9901243706190465,-0.09838054028229982
-0.9950428092114522,-0.08883021916319654
-0.9997506793087817,-0.09227447762859237
-1.0034513070475892,-0.09565288487277623
-1.0059901193131664,-0.11012665365060821
-1.0135797009518608,-0.0833378054566864
-1.0284092227289283,-0.1073800288977497
-1.0285504494546929,-0.1397425236874926
-1.0315922493227792,-0.15383897795152235
-1.0358552861865495,-0.15235755996793032
-1.0398648242817128,-0.15932717038083213
-1.0383600399821737,-0.19220933215694527
-1.0392820137218337,-0.20854950480471166
-0.7997201049690839,0.7228635789056173
-0.8275848499223163,0.6970131391724674
-0.8526021159482388,0.6726556562466313
-0.8565275400548144,0.6757525975737336
-0.889946096484234,0.6379819318385704
-0.8991082751710197,0.6337225808814091
-0.914298671956449,0.6187680813185776
-0.9370104998435413,0.591333512649974
-1.0626173977852758,-0.33107894213321554
-1.0552595722510552,-0.3662188350870557
-1.057187596850085,-0.3728208484866989
-1.0561664668395534,-0.39036956121559263
-1.0522841587907026,-0.4118228371012749
-1.0530902456579776,-0.4206624947627494
-1.0362421837454583,-0.4727823353578726
-1.0412999598854886,-0.47132090293395634
-1.0255729073296431,-0.5158528973955879
-1.0347781077739469,-0.5062985953681581
-1.0237403470332223,-0.5369280229754241
-1.0194090490844676,-0.5556313441884838
-1.0057370838561308,-0.5879778211434221
-1.0074157298078639,-0.5930215403639985
-1.0063236839310563,-0.6046392669678569
-0.9898243691062787,-0.6386953251146881
-0.9841162681456673,-0.6547054076231882
-0.9856413977557773,-0.6614227354952638
-0.9783062636867681,-0.6722245565517792
-0.9783062636867681,-0.6722245565517792
-0.9783062636867681,-0.6722245565517792
-0.9923173896199399,-0.681852035457744
0.13301085516886352,-1.2016609806460588
0.08271138227084644,-1.2101767752038732
0.08419825785960734,-1.214083874109778
0.039390950282637296,-1.221364954890974
-1.1215338321385135,0.5265765503406895
-1.1234022234620873,0.5343252233616136
-1.0486921620899614,0.6765713186139967
-1.067869036145737,0.645879030191548
-1.075570014771788,0.6505368116592755
-1.2097810105188205,0.3412900622462676
-1.2174804918904598,0.3434621549256393
0.45300625517530174,-1.1811055553048802
0.45622922457971105,-1.189508677832741
0.6132914642915862,-1.116668966089361
0.6132914642915862,-1.116668966089361
0.6132914642915862,-1.116668966089361
0.6132914642915862,-1.116668966089361
0.6132914642915862,-1.116668966089361
0.6258076166240676,-1.139458128662613
-1.0764794700865468,-0.7604708741840068
-1.0903192204289527,-0.7475881202662339
-1.0674961770845994,-0.7865925958905067
-1.0374247697363808,-0.8338530129090003
-1.0184479335210834,-0.8631273409564979
-0.9949183280944733,-0.8976288322139045
-0.9685724087244251,-0.9317743766909269
-0.9648894849726887,-0.9413247483143847
-0.9387185254469314,-0.9743800747053167
-0.8487901434416155,-1.058774901665298
-0.8331177357191744,-1.076213658355141
-0.6772673192700175,-1.1862819977765846
-0.7076063143134741,-1.1731126561177752
-0.6536117090007509,-1.2085808760100079
-0.5544331629573149,-1.2626340989428202
-0.5126742315234808,-1.2844664776987402
0.057987838017560266,1.4078062404471894
0.02992781986796787,1.4136832479724553
0.00732668995591962,1.4179810716699606
-0.033887401375984554,1.421596160668698
-0.16067134208848324,1.4179258513164523
-0.21077939479025903,1.4153914817928828
-0.17594505045726336,1.4251804584752035
0.08538722311324438,1.4414732124215868
0.1564284431019415,1.4405315484878154
0.1640808176640248,1.4437058167350805
0.10360272819067894,1.4533118986340987
1.2286312218059547,-0.8778185010602173
1.26609686321736,-0.830177530984284
0.6448027564604324,-1.3896954361517593
0.6297202827844074,-1.4009812152380652
0.5974704820319993,-1.4193762796032807
0.5736828799051209,-1.434542768028812
0.5751681430246164,-1.4382567946127054
0.6253376951790184,-1.4215350037857644
0.6684386780499122,-1.4073214748901142
0.7093931475640709,-1.3916196902132207
1.4079371564357268,0.7452261157042736
1.3977967874895743,0.7723814736798298
1.536039588940962,0.5513677368200655
1.5572024653518228,0.5016138773022578
1.590580785545377,0.45361742102111924
1.602353541486289,0.4259426347365885
1.4735598145085242,0.7686777433135444
1.453385918002312,0.8164302623939026
1.2744499210957354,1.1083764697155356
1.2983453370333535,1.0865304348262628
1.3387264964709356,1.0428903910031264
1.3405762778112837,1.0486463862378221
1.6991320541337693,-0.2605978944948673
1.6963974159344104,-0.30726504391332
1.688514997105518,-0.3672888570999015
1.6814536630162045,-0.41537643063778723
1.678982635107096,-0.44518121142837197
0.4894644372008858,1.6707799270746644
0.45595317669702,1.6802344183654543
0.4583102005857467,1.6889202941640118
1.4576708146160715,-0.9827307852186773
1.4578628487995329,-0.991365176960594
0.9930771847081057,1.4832473513248632
0.9728928671788177,1.5013328974589808
1.4117479553366747,1.1134503628822967
1.4115345183694812,1.1201670872916403
1.2567158146392072,-1.297035605230525
1.269268530882727,-1.2917733533831715
1.4950936403518995,1.029038389264125
1.514521215051251,1.0092697801676627
0.06907515485521293,-1.8357008533477692
0.01953452052952494,-1.8408963584372915
0.0048199367332663005,-1.8459937075217476
-0.034017696429284705,-1.8496872158096476
0.028941654800841654,-1.8537740910416753
0.0011358853941821803,-1.8589996529758608
-0.006313658371069422,-1.862989301557573
-0.35965536856283736,-1.8462960260651404
-0.3936640011403823,-1.8434352861454468
-0.35005367817432786,-1.8562821505354794
-0.3992472441218967,-1.8514420428576936
-0.3330529451251828,-1.8685501694478106
-0.31688916565140246,-1.875416022298188
1.7885469681409945,-0.6982118179704896
1.7659292890295177,-0.7637209871070073
1.5904366683534015,-1.1143945459113358
1.5560007656361041,-1.1686648866719056
1.6080982329943614,-1.1029596878582701
-0.023495339954809447,1.9548588105027964
0.01759478439264679,1.9589209845121822
0.09807310180995396,1.9605485626990662
0.14546307747025533,1.9626167463600432
-0.7074112429781575,-1.8546682542460522
-0.7591307297339336,-1.8395163862204722
-0.7753778337316043,-1.8370697360083217
-0.7806132092066651,-1.8391973840814562
-1.1322251100489733,-1.6571407001744274
-1.1690982673476198,-1.6362549438534308
-1.1323035268555837,-1.6679762357630898
-1.1611443719972037,-1.6529197643501088
-1.16401849172987,-1.6570111499054307
-1.1193787357674603,-1.6922861004899974
0.2968684829062286,-2.0243480688500566
0.2264008799147615,-2.0384660020647445
-0.4691216432225642,-2.036670047862481
-0.5330411335486605,-2.0250192961908184
2.0425357959178716,-0.5372071503564962
2.0340690392814,-0.5831116046151387
2.0474130846586047,-0.553841728988288
2.0655067705404435,-0.49930629963138584
-0.471649421971731,-2.0760991842283767
-0.48938959411820054,-2.0771263382781564
-1.8196898761233746,-1.1469654549000576
-1.8523307987078794,-1.10131540085401
-1.8751251709126415,-1.0721499864337252
-1.8699445181937582,-1.0891296979134828
-1.8893639645824363,-1.0653003376219021
-1.89710217437559,-1.059685019229492
-1.88227274289767,-1.0937908032820913
-1.9102560131255724,-1.054535899966233
-1.8987802285107023,-1.083157257196223
-1.8879875151332626,-1.1097761678378788
-1.891184733045194,-1.1142016448995113
-1.8684589011422,-1.159509523351353
